mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""11.5335""/><font face=""Times New Roman""/><b>Allegro molto</b>"						
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0	
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	0								
1	1	1	1	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1								
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2								
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	3								
1	1	3	3	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	4								
1	1	13/4	13/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	5								
1	1	7/2	7/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	6								
1	1	15/4	15/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	7								
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	8								
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	9								
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	10								
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	11								
2	2	4	4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	12								
2	2	17/4	17/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	13								
2	2	9/2	9/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	14								
2	2	19/4	19/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	15								
2	2	5	5	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	16								
2	2	21/4	21/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	17								
2	2	11/2	11/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	18								
2	2	23/4	23/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	19								
