mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	4	19/2	19/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	48							
4	4	39/4	39/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	49							
4	4	10	10	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	50							
4	4	41/4	41/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	51							
4	4	21/2	21/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	52							
4	4	43/4	43/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	53							
4	4	11	11	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	54							
4	4	45/4	45/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	55							
4	4	23/2	23/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	56							
4	4	47/4	47/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	57							
5	5	49/4	49/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	58							
5	5	25/2	25/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	59							
5	5	51/4	51/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	60							
5	5	13	13	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	61							
5	5	53/4	53/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	62							
5	5	27/2	27/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	63							
5	5	55/4	55/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	64							
5	5	14	14	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	65							
5	5	57/4	57/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	66							
5	5	29/2	29/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	67							
5	5	59/4	59/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	68							
5	5	12	12	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	69							
5	5	27/2	27/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	70							
6	6	15	15	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	71							
6	6	61/4	61/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	72							
6	6	31/2	31/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	73							
6	6	63/4	63/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	74							
6	6	16	16	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	75							
6	6	65/4	65/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	76							
6	6	33/2	33/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	77							
6	6	67/4	67/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	78							
6	6	17	17	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	79							
6	6	69/4	69/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	80							
6	6	35/2	35/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	81							
6	6	71/4	71/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	82							
6	6	15	15	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	83							
6	6	33/2	33/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	84							
7	7	18	18	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	85							
7	7	73/4	73/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	86							
7	7	37/2	37/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	87							
7	7	75/4	75/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	88							
7	7	19	19	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	89							
7	7	77/4	77/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	90							
7	7	39/2	39/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	91							
7	7	79/4	79/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	92							
7	7	20	20	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	93							
7	7	81/4	81/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	94							
7	7	41/2	41/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	95							
7	7	83/4	83/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	96							
7	7	18	18	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	97							
7	7	39/2	39/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	98							
8	8	21	21	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	99							
8	8	85/4	85/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	100							
8	8	43/2	43/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	101							
8	8	87/4	87/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	102							
8	8	22	22	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	103							
8	8	89/4	89/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	104							
8	8	45/2	45/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	105							
8	8	91/4	91/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	106							
8	8	23	23	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	107							
8	8	93/4	93/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	108							
8	8	47/2	47/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	109							
8	8	95/4	95/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	110							
8	8	21	21	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	111							
8	8	45/2	45/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	112							
8	8	47/2	47/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	113							
9	9	24	24	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	114							
9	9	51/2	51/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	115							
9	9	26	26	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	116							
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	117							
9	9	24	24	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	118							
9	9	53/2	53/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	119							
10	10	27	27	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	120							
10	10	55/2	55/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	121							
10	10	28	28	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	122							
10	10	57/2	57/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	123							
10	10	29	29	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	124							
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	125							
10	10	27	27	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	126							
10	10	59/2	59/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	127							
11	11	30	30	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	128							
11	11	61/2	61/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	129							
11	11	31	31	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	130							
11	11	63/2	63/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	131							
11	11	32	32	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	132							
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	133							
11	11	30	30	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	134							
11	11	65/2	65/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	135							
12	12	33	33	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	136							
12	12	67/2	67/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	137							
12	12	34	34	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	138							
12	12	69/2	69/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	139							
12	12	35	35	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	140							
12	12	71/2	71/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	141							
12	12	33	33	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	142							
12	12	69/2	69/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	143							
13	13	36	36	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	144							
13	13	37	37	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	145							
13	13	149/4	149/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	146							
13	13	75/2	75/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	147							
13	13	151/4	151/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	148							
13	13	38	38	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	149							
13	13	153/4	153/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	150							
13	13	77/2	77/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	151							
13	13	155/4	155/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	152							
13	13	36	36	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	153							
13	13	37	37	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	154							
13	13	75/2	75/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	155							
13	13	77/2	77/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	156							
14	14	39	39	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	157	articStaccatoBelow						
14	14	79/2	79/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	158	articStaccatoBelow						
14	14	40	40	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	159	articStaccatoBelow						
14	14	81/2	81/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	160							
14	14	39	39	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	161							
14	14	79/2	79/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	162							
14	14	40	40	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	163							
14	14	81/2	81/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	164							
15	15	169/4	169/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	165							
15	15	85/2	85/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	166							
15	15	171/4	171/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	167							
15	15	43	43	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	168							
15	15	173/4	173/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	169							
15	15	87/2	87/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	170							
15	15	175/4	175/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	171							
15	15	44	44	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	172							
15	15	177/4	177/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	173							
15	15	89/2	89/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	174							
15	15	179/4	179/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	175							
15	15	42	42	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	176							
16	16	45	45	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	177							
16	16	91/2	91/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	178							
16	16	46	46	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	179							
16	16	93/2	93/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	180							
16	16	95/2	95/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	181							
16	16	45	45	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	182							
16	16	181/4	181/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	183							
16	16	91/2	91/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	184							
16	16	183/4	183/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	185							
16	16	46	46	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	186							
16	16	185/4	185/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	187							
16	16	93/2	93/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	188							
16	16	187/4	187/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	189							
16	16	47	47	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	190							
16	16	189/4	189/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	191							
16	16	95/2	95/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	192							
16	16	191/4	191/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	193							
17	17	193/4	193/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	194							
17	17	97/2	97/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	195							
17	17	195/4	195/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	196							
17	17	49	49	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	197							
17	17	197/4	197/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	198							
17	17	99/2	99/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	199							
17	17	199/4	199/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	200							
17	17	50	50	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	201							
17	17	201/4	201/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	202							
17	17	101/2	101/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	203							
17	17	203/4	203/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	204							
17	17	48	48	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	205							
18	18	51	51	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	206							
18	18	103/2	103/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	207							
18	18	52	52	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	208							
18	18	105/2	105/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	209							
18	18	107/2	107/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	210							
18	18	51	51	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	211							
18	18	205/4	205/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	212							
18	18	103/2	103/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	213							
18	18	207/4	207/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	214							
18	18	52	52	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	215							
18	18	209/4	209/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	216							
18	18	105/2	105/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	217							
18	18	211/4	211/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	218							
18	18	53	53	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	219							
18	18	213/4	213/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	220							
18	18	107/2	107/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	221							
18	18	215/4	215/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	222							
19	19	217/4	217/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	223							
19	19	109/2	109/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	224							
19	19	219/4	219/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	225							
19	19	55	55	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	226							
19	19	221/4	221/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	227							
19	19	111/2	111/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	228							
19	19	56	56	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	229							
19	19	225/4	225/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	230							
19	19	113/2	113/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	231							
19	19	227/4	227/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	232							
19	19	54	54	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	233							
19	19	111/2	111/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	234							
20	20	229/4	229/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	235							
20	20	115/2	115/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	236							
20	20	231/4	231/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	237							
20	20	58	58	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	238							
20	20	233/4	233/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	239							
20	20	117/2	117/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	240							
20	20	59	59	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	241							
20	20	237/4	237/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	242							
20	20	119/2	119/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	243							
20	20	239/4	239/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	244							
20	20	57	57	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	245							
20	20	117/2	117/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	246							
21	21	241/4	241/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	247							
21	21	121/2	121/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	248							
21	21	243/4	243/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	249							
21	21	61	61	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	250							
21	21	245/4	245/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	251							
21	21	123/2	123/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	252							
21	21	62	62	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	253							
21	21	249/4	249/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	254							
21	21	125/2	125/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	255							
21	21	251/4	251/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	256							
21	21	60	60	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	257							
21	21	123/2	123/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	258							
22	22	63	63	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	259							
22	22	253/4	253/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	260							
22	22	127/2	127/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	261							
22	22	255/4	255/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	262							
22	22	64	64	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	263							
22	22	257/4	257/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	264							
22	22	129/2	129/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	265							
22	22	259/4	259/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	266							
22	22	65	65	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	267							
22	22	261/4	261/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	268							
22	22	131/2	131/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	269							
22	22	263/4	263/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	270							
22	22	63	63	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	271							
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	272							
23	23	66	66	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	273							
23	23	133/2	133/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	274							
23	23	67	67	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	275							
23	23	135/2	135/2	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	276							
23	23	135/2	135/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	277							
23	23	68	68	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	278							
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	279							
23	23	66	66	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	280							
23	23	265/4	265/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	281							
23	23	133/2	133/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	282							
23	23	267/4	267/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	283							
23	23	67	67	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	284							
23	23	269/4	269/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	285							
23	23	135/2	135/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	286							
23	23	271/4	271/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	287							
