mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	41											
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	42											
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	43											
4	4	14	14	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	44											
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	45											
4	4	15	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	46											
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	47											
4	4	12	12	4.0	0	0	Chord	4/4	2	2	1		1	1	48											
5	5	16	16	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	49											
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	50											
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	51											
5	5	16	16	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	52											
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	53											
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	54											
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	55											
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	56											
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	57											
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	58											
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	59											
5	5	16	16	4.0	0	0	Chord	4/4	2	2	1		1	1	60											
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	61											
6	6	22	22	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	62											
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	63											
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	64											
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	65											
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	66											
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	67											
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	68											
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	69											
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	70											
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	71											
6	6	20	20	4.0	0	0	Chord	4/4	2	2	1		1	1	72											
7	7	24	24	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	73											
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	74											
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	75											
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	76											
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	77											
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	78											
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	79											
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	80											
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	81											
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	82											
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	83											
7	7	24	24	4.0	0	0	Chord	4/4	2	2	1		1	1	84											
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	85											
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	86											
8	8	31	31	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	87											
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	88											
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	89											
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	90											
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	91											
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	92											
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	93											
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	94											
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	95											
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	96											
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	97											
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	98											
8	8	28	28	4.0	0	0	Chord	4/4	2	2	1		1	1	99											
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	100											
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	101		articStaccatoAbove									
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	102									0		
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	103											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	104											
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	105											
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	106											
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	107											
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	108											
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	109											
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	110											
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	111											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	112											
9	9	32	32	4.0	0	0	Chord	4/4	2	2	1		1	1	113											
10	10	36	36	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	114											
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	115											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	116									1		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	117									1		
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	118									1		
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	119									1		
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	120									1		
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	121											
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	122											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	123											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	124											
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	125											
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	126											
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	127											
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	128											
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	129											
10	10	36	36	4.0	0	0	Chord	4/4	2	2	1		1	1	130											
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	131											
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	132		articStaccatoAbove									
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	133									2		
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	134											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	135											
11	11	40	40	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	136											
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	137											
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	138											
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	139											
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	140											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	141											
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	142											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	143											
11	11	40	40	4.0	0	0	Chord	4/4	2	2	1		1	1	144											
12	12	44	44	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	145											
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	146											
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	147									3		
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	148									3		
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	149									3		
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	150									3		
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	151									3		
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	152											
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	153											
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	154											
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	155											
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	156											
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	157											
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	158											
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	159											
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	160											
12	12	44	44	4.0	0	0	Chord	4/4	2	2	1		1	1	161											
13	13	48	48	0.0	0	0	Dynamic	4/4	1	1	0					f										
13	13	48	48	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	162											
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	163											
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	164											
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	165											
13	13	49	49	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	166											
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	167											
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	168											
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	169											
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	170											
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	171											
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	172											
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	173											
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	174											
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	175											
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	176		articStaccatoAbove									
14	14	53	53	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	177											
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	178											
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	179											
14	14	52	52	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	180											
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	181											
14	14	54	54	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	182											
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	183											
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	184											
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	185											
15	15	57	57	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	186											
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	187											
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	188											
15	15	56	56	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	189											
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	190											
15	15	58	58	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	191											
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	192											
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	193											
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	194											
16	16	61	61	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	195											
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	196											
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	197											
16	16	60	60	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	198											
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	199											
16	16	62	62	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	200											
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	201											
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	202											
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	203											
17	17	65	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	204									4		
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	205											
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	206									5		
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	207											
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	208									6		
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	209											
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	210											
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	211											
17	17	64	64	4.0	0	0	Chord	4/4	2	2	1		1	1	212											
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	213											
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	214											
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	215									7		
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	216									7		
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	217									7		
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	218											
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	219											
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	220											
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	221											
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	222											
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	223											
19	19	74	74	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	224									8		
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	225									8		
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	226									8		
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	227											
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	228											
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	229											
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	230									9		
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	231											
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	232											
20	20	78	78	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	233									10		
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	234											
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	235											
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	236											
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	237											
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	238									11		
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	239											
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	240											
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	241											
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	242											
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	243											
22	22	84	84	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	244											
23	23	88	88	0.0	0	0	Dynamic	4/4	1	1	0					p										
23	23	88	88	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	245											
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	246											
23	23	89	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	247											
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	248											
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	249											
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	250											
23	23	91	91	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	251											
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	252											
23	23	88	88	4.0	0	0	Chord	4/4	2	2	1		1	1	253											
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	254											
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	255											
24	24	95	95	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	256											
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	257											
24	24	191/2	191/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	258											
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	259											
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	260											
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	261											
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	262											
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	263											
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	264											
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	265											
24	24	95	95	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	266											
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	267											
24	24	92	92	4.0	0	0	Chord	4/4	2	2	1		1	1	268											
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	269											
25	25	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	270											
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	271											
25	25	96	96	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	272											
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	273											
25	25	97	97	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	274											
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	275											
25	25	98	98	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	276											
25	25	197/2	197/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	277											
25	25	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	278											
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	279											
25	25	96	96	4.0	0	0	Chord	4/4	2	2	1		1	1	280											
26	26	101	101	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	281											
26	26	102	102	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	282											
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	283											
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	284											
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	285											
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	286											
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	287											
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	288											
26	26	102	102	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	289											
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	290											
26	26	103	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	291											
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	292											
26	26	100	100	4.0	0	0	Chord	4/4	2	2	1		1	1	293											
