mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Dynamic	4/4	1	1	0					f								
1	1	0	0	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""11.5335""/><font face=""Times New Roman""/><b>Allegro</b>"						
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=144	144.0	𝅘𝅥	144.0	0.0	
1	1	0	0	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	0									
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1									
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2									
1	1	0	0	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	3									
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	4									
1	1	1	1	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	5									
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	6									
1	1	2	2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	7									
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	8									
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	9									
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	10									
2	2	4	4	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	11									
2	2	11/2	11/2	0.0	3/8	3/8	StaffText	4/4	1	1	0							"<font size=""17.8494""/><font face=""Opus""/>"						
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	12									
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	13									
2	2	7	7	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	14									
2	2	31/4	31/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	15									
2	2	4	4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	16									
