mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
4	4	6	6	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	39										
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	40										
5	5	8	8	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	41										
5	5	33/4	33/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	42										
5	5	17/2	17/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	43										
5	5	35/4	35/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	44										
5	5	9	9	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	45										
5	5	37/4	37/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	46										
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	47										
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	48										
5	5	8	8	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	49										
5	5	9	9	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	50										
6	6	10	10	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	51										
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	52										
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	53										
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	54										
6	6	11	11	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	55										
6	6	45/4	45/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	56										
6	6	23/2	23/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	57										
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	58										
6	6	10	10	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	59										
6	6	11	11	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	60										
7	7	12	12	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	61										
7	7	49/4	49/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	62										
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	63										
7	7	51/4	51/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	64										
7	7	13	13	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	65										
7	7	53/4	53/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	66										
7	7	27/2	27/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	67										
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	68										
7	7	12	12	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	69										
8	8	14	14	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	70										
8	8	57/4	57/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	71										
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	72										
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	73										
8	8	15	15	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	74										
8	8	61/4	61/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	75										
8	8	31/2	31/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	76										
8	8	63/4	63/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	77										
9	9	16	16	0.0	0	0	Dynamic	2/4	1	1	0					f									
9	9	16	16	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	78										
9	9	65/4	65/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	79										
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	80										
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	81										
9	9	17	17	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	82										
9	9	69/4	69/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	83										
9	9	35/2	35/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	84										
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	85										
9	9	16	16	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	86										
9	9	16	16	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	87										
9	9	17	17	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	88										
10	10	18	18	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	89										
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	90										
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	91										
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	92										
10	10	19	19	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	93										
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	94										
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	95										
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	96										
10	10	18	18	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	97										
10	10	18	18	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	98										
10	10	18	18	1.0	0	0	Chord	2/4	2	3	1/4		1/4	1	99										
10	10	19	19	1.0	1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	100										
11	11	20	20	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	101										
11	11	81/4	81/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	102										
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	103										
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	104										
11	11	21	21	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	105										
11	11	85/4	85/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	106										
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	107										
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	108										
11	11	20	20	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	109										
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	110										
12	12	22	22	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	111										
12	12	22	22	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	112										
12	12	45/2	45/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	113										
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	114										
12	12	23	23	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	115										
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	116										
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	117										
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	118										
12	12	22	22	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	119										
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	120										
13	13	24	24	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	121										
13	13	97/4	97/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	122										
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	123										
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	124										
13	13	25	25	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	125										
13	13	101/4	101/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	126										
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	127										
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	128										
13	13	24	24	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	129										
13	13	25	25	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	130										
14	14	26	26	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	131										
14	14	105/4	105/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	132										
14	14	53/2	53/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	133										
14	14	107/4	107/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	134										
14	14	27	27	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	135										
14	14	109/4	109/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	136										
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	137										
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	138										
14	14	26	26	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	139										
14	14	27	27	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	140										
15	15	28	28	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	141										
15	15	113/4	113/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	142										
15	15	57/2	57/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	143										
15	15	115/4	115/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	144										
15	15	29	29	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	145										
15	15	117/4	117/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	146										
15	15	59/2	59/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	147										
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	148										
15	15	28	28	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	149										
15	15	29	29	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	150										
16	16	30	30	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	151										
16	16	121/4	121/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	152										
16	16	61/2	61/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	153										
16	16	123/4	123/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	154										
16	16	31	31	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	155										
16	16	125/4	125/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	156										
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	157										
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	158										
16	16	30	30	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	159										
16	16	31	31	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	160										
17	17	32	32	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	161										
17	17	129/4	129/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	162										
17	17	65/2	65/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	163										
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	164										
17	17	33	33	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	165										
17	17	133/4	133/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	166										
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	167										
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	168										
17	17	32	32	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	169										
18	18	34	34	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	170										
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	171										
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	172										
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	173										
18	18	35	35	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	174										
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	175										
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	176										
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	177										
19	19	36	36	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	178									0	
19	19	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	179									0	
19	19	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	180										
19	19	75/2	75/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p									
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	181										
19	19	36	36	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	182										
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	183										
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	184										
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	185										
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	186										
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	187										
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	188										
20	20	38	38	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	189										
20	20	39	39	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	190										
21	21	40	40	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	191										
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	192										
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	193										
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	194										
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	195										
21	21	40	40	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	196										
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	197										
22	22	42	42	0.0	0	0	Dynamic	2/4	1	1	0					sf									
22	22	42	42	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	198										
22	22	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	199										
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	200										
22	22	42	42	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	201										
23	23	44	44	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	202										
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	203										
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	204										
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	205										
23	23	44	44	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	206										
23	23	45	45	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	207										
23	23	44	44	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	208										
24	24	46	46	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	209										
24	24	47	47	0.0	1/4	1/4	Dynamic	2/4	1	1	0					f									
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	210										
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	211										
24	24	46	46	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	212										
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	213										
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	214										
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	215										
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	216										
25	25	48	48	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	217										
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	218										
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	219										
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	220										
25	25	48	48	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	221										
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	222										
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	223										
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	224										
25	25	49	49	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	225										
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	226										
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	227										
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	228										
26	26	50	50	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	229										
26	26	51	51	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p									
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	230										
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	231										
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	232										
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	233										
26	26	50	50	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	234										
27	27	52	52	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	235										
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	236										
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	237										
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	238										
27	27	52	52	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	239										
27	27	53	53	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	240										
27	27	52	52	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	241										
28	28	54	54	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	242										
28	28	55	55	0.0	1/4	1/4	Dynamic	2/4	1	1	0					f									
28	28	55	55	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	243										
28	28	221/4	221/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	244										
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	245										
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	246										
28	28	54	54	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	247										
28	28	54	54	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	248										
28	28	55	55	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	249										
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	250										
29	29	56	56	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	251										
29	29	225/4	225/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	252										
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	253										
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	254										
29	29	57	57	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	255										
29	29	229/4	229/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	256										
29	29	115/2	115/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	257										
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	258										
29	29	56	56	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	259										
29	29	113/2	113/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	260										
29	29	57	57	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	261										
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	262										
30	30	58	58	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	263										
30	30	233/4	233/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	264										
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	265										
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	266										
30	30	59	59	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	267										
30	30	237/4	237/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	268										
30	30	119/2	119/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	269										
30	30	239/4	239/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	270										
30	30	58	58	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	271										
30	30	59	59	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	272										
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	273										
30	30	58	58	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	274										
31	31	60	60	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	275										
31	31	241/4	241/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	276										
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	277										
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	278										
31	31	61	61	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	279										
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	280										
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	281										
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	282										
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	283										
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	284										
31	31	61	61	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	285										
