mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
3	3	23/4	23/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	30										
3	3	4	4	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	31										
3	3	17/4	17/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	32										
3	3	9/2	9/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	33										
3	3	19/4	19/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	34										
3	3	5	5	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	35										
3	3	21/4	21/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	36										
3	3	11/2	11/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	37										
3	3	23/4	23/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	38										
4	4	6	6	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	39									1	
4	4	25/4	25/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	40									1	
4	4	13/2	13/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	41									1	
4	4	27/4	27/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	42									1	
4	4	7	7	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	43									1	
4	4	29/4	29/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	44									1	
4	4	15/2	15/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	45									1	
4	4	31/4	31/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	46										
4	4	6	6	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	47										
5	5	8	8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	48		articStaccatoAbove								
5	5	17/2	17/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	49		articStaccatoAbove								
5	5	9	9	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	50		articStaccatoAbove								
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	51		articStaccatoAbove								
5	5	8	8	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	52										
5	5	33/4	33/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	53										
5	5	17/2	17/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	54										
5	5	35/4	35/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	55										
5	5	9	9	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	56										
5	5	37/4	37/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	57										
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	58										
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	59										
5	5	8	8	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	60										
5	5	9	9	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	61										
6	6	10	10	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	62										
6	6	43/4	43/4	0.0	3/16	3/16	StaffText	2/4	1	1	0							"<font size=""17.8494""/><font face=""Opus""/>"							
6	6	43/4	43/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	63										
6	6	87/8	87/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	64										
6	6	11	11	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	65										
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	66										
6	6	10	10	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	67										
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	68										
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	69										
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	70										
6	6	11	11	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	71										
6	6	45/4	45/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	72										
6	6	23/2	23/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	73										
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	74										
6	6	10	10	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	75										
6	6	11	11	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	76										
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	77										
7	7	12	12	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	78										
7	7	97/8	97/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	79										
7	7	25/2	25/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	80										
7	7	101/8	101/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	81										
7	7	13	13	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	82										
7	7	105/8	105/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	83										
7	7	27/2	27/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	84										
7	7	109/8	109/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	85										
7	7	12	12	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	86										
7	7	25/2	25/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	87										
7	7	13	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	88										
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	89										
8	8	14	14	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	90										
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	91										
8	8	15	15	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	92										
8	8	31/2	31/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	93										
8	8	47/3	47/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	94										
8	8	95/6	95/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	95										
8	8	14	14	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	96										
8	8	15	15	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	97										
8	8	14	14	1.5	0	0	Chord	2/4	2	2	3/8		1/4	3/2	98										
9	9	16	16	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	99										
9	9	97/6	97/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	100										
9	9	49/3	49/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	101										
9	9	33/2	33/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	102										
9	9	50/3	50/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	103										
9	9	101/6	101/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	104										
9	9	17	17	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	105										
9	9	103/6	103/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	106										
9	9	52/3	52/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	107										
9	9	35/2	35/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	108										
9	9	53/3	53/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	109										
9	9	107/6	107/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	110										
9	9	16	16	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	111										
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	112										
10	10	18	18	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	113										
10	10	109/6	109/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	114										
10	10	55/3	55/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	115										
10	10	37/2	37/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	116										
10	10	56/3	56/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	117										
10	10	113/6	113/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	118										
10	10	19	19	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	119										
10	10	115/6	115/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	120										
10	10	58/3	58/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	121										
10	10	39/2	39/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	122										
10	10	59/3	59/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	123										
10	10	119/6	119/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	124										
10	10	18	18	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	125										
11	11	20	20	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	126										
11	11	121/6	121/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	127										
11	11	61/3	61/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	128										
11	11	41/2	41/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	129										
11	11	62/3	62/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	130										
11	11	125/6	125/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	131										
11	11	21	21	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	132										
11	11	127/6	127/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	133										
11	11	64/3	64/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	134										
11	11	43/2	43/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	135										
11	11	65/3	65/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	136										
11	11	131/6	131/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	137										
11	11	20	20	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	138										
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	139										
12	12	22	22	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	140										
12	12	133/6	133/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	141										
12	12	67/3	67/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	142										
12	12	45/2	45/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	143										
12	12	68/3	68/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	144										
12	12	137/6	137/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	145										
12	12	23	23	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	146										
12	12	139/6	139/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	147										
12	12	70/3	70/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	148										
12	12	47/2	47/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	149										
12	12	71/3	71/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	150										
12	12	143/6	143/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	151										
12	12	22	22	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	152										
13	13	24	24	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	153										
13	13	145/6	145/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	154										
13	13	73/3	73/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	155										
13	13	49/2	49/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	156										
13	13	74/3	74/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	157										
13	13	149/6	149/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	158										
13	13	25	25	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	159										
13	13	151/6	151/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	160										
13	13	76/3	76/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	161										
13	13	51/2	51/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	162										
13	13	77/3	77/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	163										
13	13	155/6	155/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	164										
13	13	24	24	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	165										
14	14	26	26	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	166										
14	14	157/6	157/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	167										
14	14	79/3	79/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	168										
14	14	53/2	53/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	169										
14	14	80/3	80/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	170										
14	14	161/6	161/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	171										
14	14	27	27	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	172										
14	14	163/6	163/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	173										
14	14	82/3	82/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	174										
14	14	55/2	55/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	175										
14	14	83/3	83/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	176										
14	14	167/6	167/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	177										
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	178										
15	15	28	28	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	179										
15	15	169/6	169/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	180										
15	15	85/3	85/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	181										
15	15	57/2	57/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	182										
15	15	86/3	86/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	183										
15	15	173/6	173/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	184										
15	15	29	29	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	185										
15	15	175/6	175/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	186										
15	15	88/3	88/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	187										
15	15	59/2	59/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	188										
15	15	89/3	89/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	189										
15	15	179/6	179/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	190										
15	15	28	28	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	191										
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	192										
16	16	30	30	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	193										
16	16	31	31	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p									
16	16	31	31	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	194									2	
16	16	125/4	125/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	195									2	
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	196									2	
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	197		articStaccatoAbove								
16	16	30	30	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	198										
17	17	32	32	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	199										
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	200										
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	201										
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	202										
17	17	32	32	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	203										
17	17	129/4	129/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	204										
17	17	65/2	65/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	205										
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	206										
17	17	33	33	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	207										
17	17	133/4	133/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	208										
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	209										
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	210										
17	17	32	32	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	211										
17	17	33	33	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	212										
18	18	34	34	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	213										
18	18	139/4	139/4	0.0	3/16	3/16	StaffText	2/4	1	1	0							"<font size=""17.8494""/><font face=""Opus""/>"							
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	214										
18	18	35	35	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	215										
18	18	34	34	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	216										
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	217										
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	218										
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	219										
18	18	35	35	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	220										
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	221										
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	222										
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	223										
18	18	34	34	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	224										
18	18	35	35	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	225										
19	19	36	36	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	226										
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	227										
19	19	37	37	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	228										
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	229										
19	19	36	36	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	230										
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	231										
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	232										
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	233										
19	19	37	37	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	234										
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	235										
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	236										
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	237										
19	19	36	36	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	238										
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	239										
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	240										
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	241										
20	20	38	38	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	242										
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	243										
20	20	39	39	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	244		articStaccatoAbove								
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	245									3	
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	246									3	
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	247										
20	20	38	38	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	248										
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	249										
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	250										
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	251										
20	20	39	39	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	252										
20	20	38	38	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	253										
21	21	40	40	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	254										
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	255										
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	256										
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	257										
21	21	40	40	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	258										
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	259										
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	260										
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	261										
21	21	41	41	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	262										
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	263										
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	264										
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	265										
