mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	5/8	Tempo	6/8	1	1	0						𝅘𝅥=80	80.0	𝅘𝅥	80.0	1.0	
1	0	0	0	0.5	0	5/8	Chord	6/8	1	1	1/8		1/8	1	0							
2	1	1/2	1/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	1							
2	1	5/4	5/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2							
2	1	3/2	3/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3							
2	1	2	2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	4							
2	1	3	3	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	5							
2	1	1/2	1/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	6							
2	1	3/2	3/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	7							
2	1	2	2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	8							
2	1	3	3	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	9							
3	2	7/2	7/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	10							
3	2	9/2	9/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace32	1/32	1	11							
3	2	9/2	9/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	12							
3	2	19/4	19/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	13							
3	2	39/8	39/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	14							
3	2	5	5	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	15							
3	2	6	6	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	16							
3	2	7/2	7/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	17							
3	2	9/2	9/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	18							
3	2	5	5	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	19							
4	3	13/2	13/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	20							
4	3	29/4	29/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	21							
4	3	15/2	15/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	22							
4	3	8	8	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	23							
4	3	9	9	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	24							
4	3	13/2	13/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	25							
4	3	15/2	15/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	26							
4	3	8	8	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	27							
4	3	9	9	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	28							
5	4	19/2	19/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	29							
5	4	41/4	41/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	30							
5	4	83/8	83/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	31							
5	4	21/2	21/2	0.125	1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	32							
5	4	85/8	85/8	0.125	9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	33							
5	4	43/4	43/4	0.125	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	34							
5	4	87/8	87/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	35							
5	4	11	11	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	36							
5	4	19/2	19/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	37							
5	4	21/2	21/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	38							
5	4	11	11	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	39							
6	5	25/2	25/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	40							
6	5	51/4	51/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	41							
6	5	13	13	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	42							
6	5	53/4	53/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	43							
6	5	27/2	27/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	44							
6	5	55/4	55/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	45							
6	5	14	14	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	46							
6	5	14	14	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	47							
6	5	29/2	29/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	48							
6	5	59/4	59/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	49							
6	5	15	15	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	50							
6	5	27/2	27/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	51							
6	5	14	14	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	52							
7	6	31/2	31/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	53							
7	6	16	16	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	54							
7	6	33/2	33/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	55							
7	6	17	17	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	56							
7	6	17	17	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	57							
7	6	17	17	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	58							
7	6	31/2	31/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	59							
7	6	16	16	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	60							
7	6	33/2	33/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	61							
7	6	17	17	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	62							
8	7	37/2	37/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	63							
8	7	75/4	75/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	64							
8	7	19	19	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	65							
8	7	77/4	77/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	66							
8	7	39/2	39/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	67							
8	7	79/4	79/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	68							
8	7	20	20	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	69							
8	7	20	20	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	70							
8	7	41/2	41/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	71							
8	7	83/4	83/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	72							
8	7	21	21	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	73							
8	7	39/2	39/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	74							
8	7	20	20	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	75							
9	8	43/2	43/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	76							
9	8	22	22	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	77							
9	8	45/2	45/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	78							
9	8	23	23	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	79							
9	8	23	23	0.0	3/8	3/8	Chord	6/8	1	1	0	grace16	1/16	1	80							
9	8	23	23	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	81							
9	8	43/2	43/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	82							
9	8	22	22	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	83							
9	8	45/2	45/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	84							
9	8	23	23	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	85							
10	9	74/3	74/3	0.16666666666666666	1/24	1/24	Chord	6/8	1	1	1/24		1/16	2/3	86							0
10	9	149/6	149/6	0.16666666666666666	1/12	1/12	Chord	6/8	1	1	1/24		1/16	2/3	87							
10	9	25	25	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24		1/16	2/3	88							1
10	9	151/6	151/6	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24		1/16	2/3	89							1
10	9	76/3	76/3	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24		1/16	2/3	90							
10	9	51/2	51/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	91	articStaccatoAbove						
10	9	157/6	157/6	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24		1/16	2/3	92							2
10	9	79/3	79/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24		1/16	2/3	93							
10	9	53/2	53/2	0.16666666666666666	1/2	1/2	Chord	6/8	1	1	1/24		1/16	2/3	94							3
10	9	80/3	80/3	0.16666666666666666	13/24	13/24	Chord	6/8	1	1	1/24		1/16	2/3	95							3
10	9	161/6	161/6	0.16666666666666666	7/12	7/12	Chord	6/8	1	1	1/24		1/16	2/3	96							
10	9	27	27	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	97	articStaccatoAbove						
10	9	49/2	49/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	98							
10	9	51/2	51/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	99							
10	9	26	26	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	100							
10	9	27	27	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	101							
11	10	83/3	83/3	0.16666666666666666	1/24	1/24	Chord	6/8	1	1	1/24		1/16	2/3	102							4
11	10	167/6	167/6	0.16666666666666666	1/12	1/12	Chord	6/8	1	1	1/24		1/16	2/3	103							
11	10	28	28	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24		1/16	2/3	104							5
11	10	169/6	169/6	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24		1/16	2/3	105							5
11	10	85/3	85/3	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24		1/16	2/3	106							
11	10	57/2	57/2	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24		1/16	2/3	107							6
11	10	86/3	86/3	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24		1/16	2/3	108							6
11	10	173/6	173/6	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24		1/16	2/3	109							
11	10	29	29	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	110							
11	10	117/4	117/4	0.125	7/16	7/16	Chord	6/8	1	1	1/32		1/32	1	111							
11	10	235/8	235/8	0.125	15/32	15/32	Chord	6/8	1	1	1/32		1/32	1	112							
11	10	59/2	59/2	0.125	1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	113							
11	10	237/8	237/8	0.125	17/32	17/32	Chord	6/8	1	1	1/32		1/32	1	114							
11	10	119/4	119/4	0.125	9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	115							
11	10	239/8	239/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	116							
11	10	30	30	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	117	articStaccatoBelow						
