mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	0	2	3/4	3/8	3/8	3	firstMeasure				1	2
2	1	2	3/4	3/4	0	3						3
3	2	2	3/4	3/4	0	3						4
4	3	2	3/4	3/4	0	4						5
5	4	2	3/4	3/4	0	4						6
6	5	2	3/4	3/4	0	3						7
7	6	2	3/4	3/4	0	3						8
8	7	2	3/4	3/4	0	2						9
9	8	2	3/4	3/4	0	3						10
10	9	2	3/4	3/4	0	3						11
11	10	2	3/4	3/4	0	3						12
12	11	2	3/4	3/4	0	3						13
13	12	2	3/4	3/4	0	3						14
14	13	2	3/4	3/4	0	3						15
15	14	2	3/4	3/4	0	3						16
16	15	2	3/4	3/4	0	3						17
17	16	2	3/4	3/4	0	3						18
18	17	2	3/4	3/4	0	3						19
19	18	2	3/4	3/4	0	3						20
20	19	2	3/4	3/4	0	3						21
21	20	2	3/4	3/4	0	3						22
22	21	2	3/4	3/4	0	3						23
23	22	2	3/4	3/4	0	3						24
24	23	2	3/4	3/4	0	2						25
25	24	2	3/4	3/4	0	3						26
26	25	2	3/4	3/4	0	3						27
27	26	2	3/4	3/4	0	3						28
28	27	2	3/4	3/4	0	4						29
29	28	2	3/4	3/4	0	4						30
30	29	2	3/4	3/4	0	3						31
31	30	2	3/4	3/4	0	3						32
32	31	2	3/4	3/4	0	2						33
33	32	2	3/4	3/4	0	3						34
34	33	2	3/4	3/4	0	3						35
35	34	2	3/4	3/4	0	3						36
36	35	2	3/4	3/4	0	3						37
37	36	2	3/4	3/4	0	2						38
38	37	2	3/4	3/4	0	2						39
39	38	2	3/4	3/4	0	2						40
40	39	2	3/4	3/8	0	2	lastMeasure		end			
